sample_index,timestamp_brainflow,label,C3_uV,C4_uV,Cz_uV
6724,1786485481.385421,RE,-2.4,-15.1,-8.7
6725,1786485481.3854284,RE,15.7,-22.6,-23.8
6726,1786485481.385436,RE,12.1,-18.9,-16.0
6727,1786485481.3854432,RE,1.2,-3.7,7.3
6728,1786485481.3854504,RE,-1.0,-9.8,0.4
6729,1786485481.385458,RE,23.7,-18.2,-9.5
6730,1786485481.3854651,RE,37.8,-7.1,5.5
6731,1786485481.3854723,RE,4.2,-1.3,10.7
6732,1786485481.38548,RE,-2.7,-4.6,5.2
6733,1786485481.863763,RE,0.3,-25.5,-21.0
6734,1786485481.863799,RE,11.1,-22.9,-19.2
6735,1786485481.8638227,RE,6.7,-5.7,-1.8
6736,1786485481.8638463,RE,-15.8,-7.1,-2.1
6737,1786485481.8638709,RE,-11.3,-26.3,-27.5
6738,1786485481.8638947,RE,10.7,-20.0,-21.1
6739,1786485481.8639188,RE,-0.6,-6.1,-1.8
6740,1786485481.8639429,RE,-18.4,-9.6,-2.2
6741,1786485481.8639667,RE,-6.9,-15.6,-8.5
6742,1786485481.8639908,RE,3.6,-25.5,-13.1
6743,1786485481.864015,RE,18.1,-5.7,9.1
6744,1786485481.864039,RE,5.4,10.1,22.3
6745,1786485481.8640504,RE,-2.1,-3.7,2.1
6746,1786485481.8640585,RE,13.7,-17.5,-11.8
6747,1786485481.8640668,RE,9.5,-6.9,6.0
6748,1786485481.8640752,RE,-2.1,1.7,15.9
6749,1786485481.8640833,RE,-14.6,-15.7,-7.1
6750,1786485481.8640912,RE,11.8,-21.1,-14.9
6751,1786485481.8640995,RE,8.9,-11.6,-2.1
6752,1786485481.864108,RE,-3.9,-3.8,17.1
6753,1786485481.864116,RE,-14.6,-10.9,9.7
6754,1786485481.864124,RE,2.4,-23.0,-7.7
6755,1786485481.8641324,RE,27.6,-7.1,12.2
6756,1786485481.8641405,RE,0.8,6.2,21.9
6757,1786485481.8641486,RE,-9.9,1.2,7.2
6758,1786485481.8641567,RE,7.8,-8.8,-7.6
6759,1786485481.8641648,RE,9.6,-14.0,-13.5
6760,1786485481.864173,RE,-2.5,-3.3,5.8
6761,1786485481.8641813,RE,-13.9,-5.8,7.3
6762,1786485481.8641894,RE,-5.2,-24.6,-14.6
6763,1786485481.8641975,RE,19.2,-20.2,-10.6
6764,1786485481.8642054,RE,7.4,-5.0,3.3
6765,1786485481.8642137,RE,-8.6,1.2,4.1
6766,1786485481.8642216,RE,-3.2,-10.8,-13.1
6767,1786485481.86423,RE,22.8,-8.0,-8.5
6768,1786485481.864238,RE,2.6,-3.9,1.4
6769,1786485481.8642464,RE,-14.9,-4.4,6.9
6770,1786485481.8642545,RE,-12.6,-17.1,-7.3
6771,1786485481.8642623,RE,2.9,-28.0,-23.7
6772,1786485481.8642707,RE,15.3,-14.3,-4.5
6773,1786485481.8642793,RE,-0.2,0.3,14.4
6774,1786485481.8642874,RE,-4.7,-6.1,4.1
6775,1786485481.8642955,RE,9.8,-16.2,-11.8
6776,1786485481.8643036,RE,13.7,-6.4,3.5
6777,1786485481.8643117,RE,3.6,2.6,13.6
6778,1786485481.8643198,RE,-9.2,-3.1,6.3
6779,1786485481.864328,RE,1.9,-20.9,-15.6
6780,1786485481.864336,RE,35.3,-5.5,2.3
6781,1786485481.864344,RE,24.4,16.8,31.0
6782,1786485481.8643522,RE,-6.5,2.7,17.3
6783,1786485481.8643606,RE,3.6,-16.1,-1.9
6784,1786485481.864369,RE,28.4,-5.8,9.8
6785,1786485481.8643768,RE,0.7,4.0,25.2
6786,1786485481.864385,RE,-27.8,-7.6,11.3
6787,1786485481.8643928,RE,-25.3,-26.3,-9.2
6788,1786485481.864401,RE,9.5,-22.0,-6.7
6789,1786485481.8644097,RE,10.1,-1.8,15.6
6790,1786485481.8644176,RE,-14.4,-6.2,10.8
6791,1786485481.864426,RE,-5.5,-21.9,-7.0
6792,1786485481.864434,RE,65.8,26.3,29.2
6793,1786485481.864442,RE,78.1,49.2,59.9
6794,1786485481.8644505,RE,62.2,62.7,78.0
6795,1786485481.8644583,RE,41.3,37.0,49.7
6796,1786485481.864467,RE,71.2,35.3,43.2
6797,1786485481.8644748,RE,76.4,58.2,63.6
6798,1786485481.8644829,RE,54.0,69.3,75.6
6799,1786485481.864491,RE,37.8,50.9,55.5
6800,1786485481.864499,RE,61.6,34.5,35.7
6801,1786485481.8645072,RE,65.5,40.5,46.8
6802,1786485481.8645153,RE,47.3,47.8,60.3
6803,1786485481.8645234,RE,43.0,44.2,57.7
6804,1786485481.8645315,RE,51.6,27.8,41.5
6805,1786485481.8645396,RE,61.1,29.4,45.4
6806,1786485481.8645475,RE,61.2,49.4,71.8
6807,1786485481.864556,RE,44.0,46.9,67.2
6808,1786485481.8645642,RE,56.9,34.1,46.3
6809,1786485481.8645723,RE,61.1,33.8,44.5
6810,1786485481.8645804,RE,48.3,44.0,54.4
6811,1786485481.8645885,RE,21.7,40.3,47.5
6812,1786485481.8645968,RE,25.7,19.8,24.0
6813,1786485481.8646047,RE,58.5,28.6,36.5
6814,1786485481.8646128,RE,49.1,39.2,52.7
6815,1786485481.8646207,RE,43.8,46.1,61.8
6816,1786485481.864629,RE,32.9,28.9,44.0
6817,1786485481.864637,RE,51.2,13.2,29.5
6818,1786485481.8646452,RE,66.9,37.8,62.3
6819,1786485481.864653,RE,45.0,47.3,71.5
6820,1786485481.8646617,RE,43.2,40.3,55.2
6821,1786485481.8646696,RE,55.4,32.0,43.2
6822,1786485481.8646777,RE,48.0,32.4,45.7
6823,1786485481.8646855,RE,33.1,40.1,56.8
6824,1786485481.8646936,RE,36.5,39.7,55.8
6825,1786485481.8647015,RE,45.8,23.6,40.6
6826,1786485481.8647096,RE,48.6,22.3,44.7
6827,1786485481.8647175,RE,44.2,36.4,63.9
6828,1786485481.8647258,RE,33.7,31.0,56.1
6829,1786485481.8647337,RE,48.8,15.2,33.8
6830,1786485481.864742,RE,68.3,24.3,37.8
6831,1786485481.86475,RE,62.8,47.5,64.7
6832,1786485481.8647585,RE,31.0,34.7,54.6
6833,1786485481.8647664,RE,40.2,18.6,38.6
6834,1786485481.8647747,RE,55.4,19.6,37.6
6835,1786485481.8647828,RE,55.0,36.5,54.8
6836,1786485481.864791,RE,39.9,43.7,58.7
6837,1786485481.864799,RE,49.1,32.9,40.3
6838,1786485481.8648071,RE,67.0,28.3,37.5
6839,1786485481.8648152,RE,70.3,41.1,60.0
6840,1786485481.8648236,RE,44.0,43.7,62.8
6841,1786485481.8648317,RE,42.2,23.7,32.0
6842,1786485481.8648398,RE,53.1,17.4,17.4
6843,1786485481.864848,RE,62.4,31.3,37.6
6844,1786485481.864856,RE,38.2,38.3,53.0
6845,1786485481.864864,RE,40.9,29.0,39.0
6846,1786485481.864872,RE,57.3,18.6,24.9
6847,1786485481.86488,RE,52.3,21.9,31.8
6848,1786485481.864888,RE,29.7,25.4,34.2
6849,1786485481.864896,RE,40.3,28.0,31.2
6850,1786485481.8649042,RE,60.2,27.3,23.8
6851,1786485481.8649125,RE,60.2,29.0,27.3
6852,1786485481.8649204,RE,44.9,36.5,39.2
6853,1786485482.3453317,RE,36.8,37.4,33.8
6854,1786485482.3453724,RE,42.8,15.6,9.5
6855,1786485482.345396,RE,57.9,17.5,9.6
6856,1786485482.3454204,RE,46.1,36.0,27.1
6857,1786485482.3454432,RE,21.9,30.4,23.0
6858,1786485482.3454664,RE,39.4,15.3,5.3
6859,1786485482.3454895,RE,69.1,25.5,16.7
6860,1786485482.345513,RE,54.6,43.7,40.9
6861,1786485482.3455365,RE,34.0,43.7,40.7
6862,1786485482.3455555,RE,39.6,33.4,22.1
6863,1786485482.3455644,RE,46.8,20.7,12.2
6864,1786485482.345574,RE,42.9,26.1,27.0
6865,1786485482.3455827,RE,26.2,29.5,31.9
6866,1786485482.345592,RE,17.8,12.2,11.9
6867,1786485482.3456006,RE,36.8,6.6,0.8
6868,1786485482.3456097,RE,35.3,17.3,10.8
6869,1786485482.3456185,RE,25.1,28.3,26.2
6870,1786485482.3456273,RE,23.2,23.2,19.8
6871,1786485482.345636,RE,33.9,15.2,8.5
6872,1786485482.3456447,RE,33.5,20.2,19.1
6873,1786485482.3456533,RE,22.9,33.5,31.9
6874,1786485482.345662,RE,4.8,17.7,17.0
6875,1786485482.3456707,RE,16.3,2.4,0.4
6876,1786485482.3456795,RE,26.0,7.0,11.6
6877,1786485482.3456883,RE,9.9,17.6,26.4
6878,1786485482.3456976,RE,-13.9,5.3,8.0
6879,1786485482.3457067,RE,2.7,-4.5,-7.8
6880,1786485482.3457153,RE,24.1,-3.4,-2.4
6881,1786485482.345724,RE,21.9,18.3,28.4
6882,1786485482.3457327,RE,-1.0,13.0,21.4
6883,1786485482.3457415,RE,3.7,-3.1,0.6
6884,1786485482.3457506,RE,25.1,-4.7,-0.1
6885,1786485482.3457594,RE,10.9,9.5,18.1
6886,1786485482.345768,RE,-3.7,9.9,15.0
6887,1786485482.3457768,RE,-2.9,-3.5,-3.7
6888,1786485482.3457856,RE,5.0,-15.5,-20.2
6889,1786485482.3457944,RE,0.2,-1.8,-1.9
6890,1786485482.3458035,RE,-32.4,-8.3,-6.7
6891,1786485482.3458123,RE,-24.1,-14.0,-16.8
6892,1786485482.3458211,RE,4.4,-11.3,-9.8
6893,1786485482.3458295,RE,-0.9,-2.7,7.6
6894,1786485482.3458383,RE,-14.4,-1.9,16.0
6895,1786485482.345847,RE,-15.7,-4.5,11.3
6896,1786485482.3458562,RE,0.7,-11.2,-2.0
6897,1786485482.3458648,RE,5.9,-3.7,8.8
6898,1786485482.3458734,RE,2.6,16.9,32.3
6899,1786485482.3458824,RE,-13.9,14.4,28.0
6900,1786485482.3458912,RE,-10.9,-5.9,0.5
6901,1786485482.3458996,RE,-1.2,-5.0,4.5
6902,1786485482.3459082,RE,-11.0,11.2,24.8
6903,1786485482.345917,RE,-26.8,2.2,12.8
6904,1786485482.3459256,RE,-16.1,-12.7,-4.4
6905,1786485482.345934,RE,-6.4,-16.5,-6.7
6906,1786485482.345942,RE,-4.1,1.4,14.9
6907,1786485482.3459504,RE,-23.0,0.5,10.9
6908,1786485482.3459587,RE,-14.3,-17.2,-11.6
6909,1786485482.3459675,RE,-1.6,-19.4,-10.4
6910,1786485482.3459764,RE,-5.8,-0.6,12.3
6911,1786485482.3459852,RE,-34.7,-2.9,8.6
6912,1786485482.345994,RE,-35.4,-16.8,-14.8
6913,1786485482.346002,RE,-9.7,-15.3,-18.2
6914,1786485482.3460107,RE,-19.7,-2.2,-1.5
6915,1786485482.3460193,RE,-38.3,-1.4,-1.4
6916,1786485482.346028,RE,-36.4,-11.9,-14.0
6917,1786485482.3460371,RE,-4.5,-17.6,-19.0
6918,1786485482.3460455,RE,9.4,7.0,11.3
6919,1786485482.346054,RE,-19.0,13.9,16.8
6920,1786485482.346063,RE,-30.9,1.1,-0.0
6921,1786485482.3460715,RE,-8.6,-6.1,-14.2
6922,1786485482.34608,RE,5.8,11.1,10.8
6923,1786485482.3460884,RE,-29.7,15.3,14.7
6924,1786485482.3460968,RE,-44.6,0.8,-11.2
6925,1786485482.346105,RE,-19.5,-6.0,-17.0
6926,1786485482.3461137,RE,9.9,8.2,5.6
6927,1786485482.346122,RE,-3.3,22.2,26.8
6928,1786485482.3461308,RE,-15.2,13.4,20.9
6929,1786485482.3461392,RE,-8.1,-3.3,1.4
6930,1786485482.3461475,RE,11.4,-0.0,7.8
6931,1786485482.346156,RE,10.6,23.1,38.1
6932,1786485482.346165,RE,-8.0,20.2,33.0
6933,1786485482.3461733,RE,-5.3,5.0,16.0
6934,1786485482.346182,RE,12.5,2.8,13.2
6935,1786485482.3461907,RE,10.9,17.9,34.5
6936,1786485482.3461995,RE,-12.5,17.2,33.8
6937,1786485482.346208,RE,-16.6,4.2,15.7
6938,1786485482.346217,RE,8.2,-0.6,10.9
6939,1786485482.3462255,RE,11.2,16.8,34.5
6940,1786485482.3462338,RE,-1.2,27.4,44.6
6941,1786485482.346243,RE,-1.0,22.7,33.1
6942,1786485482.3462515,RE,8.6,9.5,14.6
6943,1786485482.34626,RE,16.2,20.3,34.9
6944,1786485482.346268,RE,7.6,35.9,49.3
6945,1786485482.3462763,RE,-2.4,27.6,34.3
6946,1786485482.3462849,RE,25.7,27.7,28.1
6947,1786485482.3462932,RE,26.0,37.7,39.1
6948,1786485482.346302,RE,-2.5,38.2,43.7
6949,1786485482.3463104,RE,-9.4,30.0,28.9
6950,1786485482.3463197,RE,-2.9,9.4,5.5
6951,1786485482.3463275,RE,9.2,8.5,14.0
6952,1786485482.346336,RE,-1.4,18.3,29.3
6953,1786485482.3463442,RE,-12.9,16.3,28.4
6954,1786485482.3463523,RE,-6.3,1.5,11.5
6955,1786485482.346361,RE,10.3,0.9,13.5
6956,1786485482.3463695,RE,19.7,29.4,45.5
6957,1786485482.3463783,RE,8.7,38.2,55.4
6958,1786485482.346387,RE,20.7,26.9,40.4
6959,1786485482.3463955,RE,23.6,15.3,29.6
6960,1786485482.3464043,RE,9.9,19.5,34.0
6961,1786485482.346413,RE,5.8,30.8,41.5
6962,1786485482.346422,RE,7.1,19.9,28.4
6963,1786485482.3464303,RE,22.2,9.7,18.0
6964,1786485482.346439,RE,8.4,19.3,31.6
6965,1786485482.346447,RE,-11.2,17.0,30.4
6966,1786485482.346456,RE,-0.1,14.2,26.9
6967,1786485482.3464649,RE,20.9,3.1,13.0
6968,1786485482.346474,RE,43.1,24.8,36.2
6969,1786485482.3464825,RE,4.2,27.8,43.5
6970,1786485482.3464916,RE,-6.5,9.3,22.2
6971,1786485482.3465004,RE,13.5,0.6,6.1
6972,1786485482.34651,RE,22.6,6.8,12.4
6973,1786485482.3465192,RE,16.1,23.6,37.1
6974,1786485482.8253157,RE,-4.6,16.0,29.0
6975,1786485482.8253558,RE,8.2,-0.4,7.1
6976,1786485482.8253791,RE,23.3,10.3,19.7
6977,1786485482.825403,RE,-6.8,9.4,17.6
6978,1786485482.8254273,RE,-8.6,9.9,15.4
6979,1786485482.825451,RE,2.2,-3.0,-2.3
6980,1786485482.8254747,RE,18.0,-1.1,3.7
6981,1786485482.825499,RE,1.7,9.3,18.4
6982,1786485482.825523,RE,-20.2,6.5,13.7
6983,1786485482.8255467,RE,-10.8,-5.2,-6.1
6984,1786485482.8255708,RE,15.2,-0.8,0.0
6985,1786485482.8255944,RE,8.1,14.6,15.0
6986,1786485482.8256023,RE,-8.5,21.1,21.0
6987,1786485482.8256097,RE,-10.3,0.3,-0.8
6988,1786485482.8256173,RE,14.1,-5.4,-8.1
6989,1786485482.8256247,RE,18.6,7.4,14.3
6990,1786485482.8256323,RE,-7.8,11.8,16.0
6991,1786485482.8256395,RE,-15.1,-6.4,-7.5
6992,1786485482.825647,RE,15.4,-8.7,-15.2
6993,1786485482.8256545,RE,17.4,8.9,4.3
6994,1786485482.8256617,RE,-2.3,16.1,10.3
6995,1786485482.8256688,RE,-5.3,14.3,-1.7
6996,1786485482.8256764,RE,8.0,1.8,-21.4
6997,1786485482.8256836,RE,13.6,2.8,-12.6
6998,1786485482.8256907,RE,3.1,13.6,6.7
6999,1786485482.825698,RE,-12.0,5.8,-2.9
7000,1786485482.8257053,RE,8.5,-8.5,-21.3
7001,1786485482.8257124,RE,30.4,5.1,-6.6
7002,1786485482.8257196,RE,8.3,16.8,4.2
7003,1786485482.8257267,RE,-9.4,10.7,-2.8
7004,1786485482.825734,RE,-8.9,-15.1,-27.9
7005,1786485482.825742,RE,17.2,-13.1,-22.4
7006,1786485482.8257492,RE,7.9,3.9,-4.0
7007,1786485482.8257563,RE,-5.1,7.2,-1.6
7008,1786485482.8257637,RE,0.2,-5.4,-17.2
7009,1786485482.8257709,RE,12.4,-10.0,-24.1
7010,1786485482.825778,RE,12.5,6.1,-3.7
7011,1786485482.8257852,RE,-8.2,12.4,-0.1
7012,1786485482.8257923,RE,-11.3,0.9,-15.1
7013,1786485482.8257997,RE,12.1,-5.5,-26.4
7014,1786485482.825807,RE,16.8,9.7,-5.7
7015,1786485482.8258142,RE,-6.9,13.5,0.2
7016,1786485482.8258214,RE,-10.6,0.2,-11.4
7017,1786485482.8258288,RE,18.7,-0.4,-14.7
7018,1786485482.825836,RE,27.7,16.5,5.0
7019,1786485482.825843,RE,-2.0,20.9,8.3
7020,1786485482.8258505,RE,-15.5,10.4,-8.3
7021,1786485482.8258576,RE,7.2,-1.4,-21.2
7022,1786485482.8258648,RE,22.6,9.1,-6.4
7023,1786485482.825872,RE,-1.4,13.1,3.1
7024,1786485482.825879,RE,-16.3,2.1,-6.2
7025,1786485482.8258865,RE,-4.8,-18.5,-28.7
7026,1786485482.825894,RE,24.1,-8.9,-19.6
7027,1786485482.8259008,RE,7.6,8.4,2.0
7028,1786485482.825908,RE,-26.1,-4.7,-14.0
7029,1786485482.825915,RE,-20.1,-19.5,-34.1
7030,1786485482.825922,RE,1.2,-20.3,-36.2
7031,1786485482.8259292,RE,-7.6,-5.0,-19.0
7032,1786485482.8259363,RE,-23.2,3.1,-12.1
7033,1786485482.8259437,RE,-21.2,-9.0,-28.3
7034,1786485482.8259509,RE,-3.9,-18.4,-37.1
7035,1786485482.825958,RE,-0.2,0.5,-13.1
7036,1786485482.8259652,RE,-4.9,10.4,3.0
7037,1786485482.8259723,RE,-2.6,2.4,-5.9
7038,1786485482.8259797,RE,19.2,-3.7,-17.4
7039,1786485482.825987,RE,27.1,12.6,4.3
7040,1786485482.8259945,RE,-17.9,9.0,2.5
7041,1786485482.8260014,RE,-28.9,-7.0,-21.5
7042,1786485482.8260086,RE,-6.7,-13.9,-37.3
7043,1786485482.8260157,RE,1.4,2.0,-18.7
7044,1786485482.826023,RE,-16.0,14.2,-6.1
7045,1786485482.8260305,RE,-21.0,9.9,-14.3
7046,1786485482.8260376,RE,-9.8,-7.0,-28.1
7047,1786485482.8260448,RE,8.4,-2.0,-15.2
7048,1786485482.826052,RE,0.8,16.7,8.9
7049,1786485482.826059,RE,-17.2,9.1,1.5
7050,1786485482.8260665,RE,-18.9,-11.1,-25.9
7051,1786485482.8260734,RE,2.2,-7.1,-18.4
7052,1786485482.8260806,RE,-3.7,16.1,7.9
7053,1786485482.8260877,RE,-16.9,17.8,8.6
7054,1786485482.826095,RE,-19.2,1.3,-12.4
7055,1786485482.826102,RE,-6.8,-7.3,-22.2
7056,1786485482.8261094,RE,3.0,14.7,5.0
7057,1786485482.8261163,RE,-5.5,21.6,12.9
7058,1786485482.8261237,RE,-4.3,10.1,-1.3
7059,1786485482.826131,RE,3.4,-4.2,-14.0
7060,1786485482.8261385,RE,-5.1,3.9,0.9
7061,1786485482.8261456,RE,-19.7,8.6,11.7
7062,1786485482.8261528,RE,-18.2,-2.4,-1.7
7063,1786485482.82616,RE,8.9,-4.8,-3.5
7064,1786485482.8261676,RE,12.3,13.9,16.5
7065,1786485482.8261747,RE,-10.4,25.6,24.1
7066,1786485482.826182,RE,-25.2,10.0,0.5
7067,1786485482.8261893,RE,-3.3,-4.6,-22.2
7068,1786485482.8261964,RE,6.2,8.2,-4.9
7069,1786485482.8262036,RE,-10.7,15.7,9.1
7070,1786485482.8262107,RE,-17.5,7.9,-1.5
7071,1786485482.826218,RE,-19.3,-19.2,-31.3
7072,1786485482.8262253,RE,-6.2,-19.0,-26.9
7073,1786485482.8262324,RE,-7.7,3.8,2.0
7074,1786485482.8262398,RE,-8.8,8.7,5.6
7075,1786485482.826247,RE,-0.4,-1.9,-7.4
7076,1786485482.826254,RE,16.2,2.7,-2.2
7077,1786485482.8262613,RE,6.4,21.3,14.0
7078,1786485482.8262684,RE,-12.4,18.4,11.3
7079,1786485482.8262756,RE,-5.2,2.7,-5.7
7080,1786485482.826283,RE,11.2,0.6,-8.1
7081,1786485482.82629,RE,2.2,12.2,8.2
7082,1786485482.8262973,RE,-3.2,20.4,18.0
7083,1786485482.826305,RE,-4.7,12.6,11.2
7084,1786485482.826312,RE,6.1,2.5,-2.8
7085,1786485482.8263192,RE,16.5,22.2,16.7
7086,1786485482.8263264,RE,5.8,36.8,32.4
7087,1786485482.8263333,RE,-9.5,12.5,6.9
7088,1786485482.826341,RE,18.9,7.4,-0.8
7089,1786485482.8263478,RE,23.1,25.2,22.0
7090,1786485482.8263552,RE,-5.1,20.3,21.5
7091,1786485482.826362,RE,-2.8,12.9,7.8
7092,1786485482.8263693,RE,9.5,-1.3,-8.8
7093,1786485482.826377,RE,8.2,4.9,1.5
7094,1786485483.305333,RE,-19.5,6.4,4.0
7095,1786485483.305382,RE,-18.5,9.9,-4.1
7096,1786485483.305406,RE,-12.0,-3.9,-21.2
7097,1786485483.3054297,RE,4.4,-4.2,-15.9
7098,1786485483.3054533,RE,-2.0,13.4,6.2
7099,1786485483.3054771,RE,-8.9,15.8,11.4
7100,1786485483.3055017,RE,-9.3,-0.9,-2.0
7101,1786485483.3055253,RE,-4.2,-13.6,-10.7
7102,1786485483.3055491,RE,3.5,12.0,14.7
7103,1786485483.3055732,RE,8.0,35.0,31.0
7104,1786485483.3055968,RE,10.0,24.7,13.7
7105,1786485483.3056045,RE,15.4,11.7,1.8
7106,1786485483.3056123,RE,6.5,21.0,18.9
7107,1786485483.3056216,RE,-15.3,16.2,19.7
7108,1786485483.3056295,RE,-7.6,1.0,1.7
7109,1786485483.3056371,RE,10.8,-4.8,-6.6
7110,1786485483.3056448,RE,8.1,9.0,12.2
7111,1786485483.3056529,RE,-16.2,11.7,17.3
7112,1786485483.3056602,RE,-22.7,1.0,5.1
7113,1786485483.305668,RE,-3.4,-9.4,-9.9
7114,1786485483.3056755,RE,-7.6,-0.9,-2.4
7115,1786485483.305683,RE,-19.9,6.9,0.9
7116,1786485483.3056908,RE,-19.7,-0.4,-5.9
7117,1786485483.3056982,RE,-9.6,-14.5,-15.9
7118,1786485483.3057053,RE,-3.6,-8.5,-8.9
7119,1786485483.3057132,RE,-22.2,1.2,1.4
7120,1786485483.3057208,RE,-32.1,-5.5,-5.3
7121,1786485483.305729,RE,-11.6,-12.7,-22.0
7122,1786485483.305736,RE,-1.3,-6.3,-16.1
7123,1786485483.3057432,RE,-12.2,7.3,3.0
7124,1786485483.3057504,RE,-24.3,11.9,7.8
7125,1786485483.305758,RE,-27.3,-13.1,-28.3
7126,1786485483.3057652,RE,8.0,-9.0,-23.5
7127,1786485483.3057728,RE,-14.1,1.8,-0.8
7128,1786485483.30578,RE,-38.2,-10.3,-10.5
7129,1786485483.305787,RE,-11.6,-11.8,-17.1
7130,1786485483.3057945,RE,4.3,-8.1,-20.7
7131,1786485483.3058016,RE,-9.4,2.6,-11.5
7132,1786485483.3058093,RE,-17.9,8.6,-4.1
7133,1786485483.305817,RE,-13.6,3.9,-13.9
7134,1786485483.3058236,RE,-3.4,-7.6,-32.2
7135,1786485483.305831,RE,3.1,8.3,-11.9
7136,1786485483.3058383,RE,-15.6,14.1,-1.1
7137,1786485483.3058455,RE,-17.5,0.2,-12.2
7138,1786485483.305853,RE,1.5,-10.7,-23.7
7139,1786485483.3058603,RE,-12.6,-9.8,-22.0
7140,1786485483.3058674,RE,-20.6,2.9,-9.9
7141,1786485483.3058748,RE,-11.7,5.2,-10.4
7142,1786485483.3058825,RE,-2.8,-11.1,-26.9
7143,1786485483.3058898,RE,0.2,-11.1,-22.6
7144,1786485483.3058972,RE,-12.7,-1.5,-8.3
7145,1786485483.3059044,RE,-14.5,-4.8,-12.7
7146,1786485483.3059115,RE,-3.6,-22.0,-36.4
7147,1786485483.305919,RE,12.6,-14.3,-31.7
7148,1786485483.305926,RE,-1.1,2.2,-12.6
7149,1786485483.3059332,RE,-34.8,-10.8,-30.2
7150,1786485483.3059404,RE,-17.4,-22.1,-50.1
7151,1786485483.3059478,RE,9.3,-16.6,-43.0
7152,1786485483.305955,RE,-6.5,-4.6,-25.0
7153,1786485483.305962,RE,-30.1,-8.5,-31.3
7154,1786485483.3059697,RE,-25.9,-22.1,-51.6
7155,1786485483.3059766,RE,-17.5,-30.8,-59.9
7156,1786485483.3059835,RE,-20.8,-22.0,-45.5
7157,1786485483.3059907,RE,-28.6,-11.9,-34.7
7158,1786485483.305998,RE,-16.2,-18.3,-42.6
7159,1786485483.3060057,RE,4.2,-24.0,-45.5
7160,1786485483.306013,RE,-2.3,-14.1,-33.0
7161,1786485483.3060205,RE,-17.5,-4.6,-26.6
7162,1786485483.3060277,RE,-30.6,-19.1,-43.7
7163,1786485483.3060348,RE,-9.8,-31.2,-56.5
7164,1786485483.3060417,RE,-3.5,-17.0,-39.0
7165,1786485483.306049,RE,-23.9,-10.2,-29.6
7166,1786485483.3060565,RE,-23.7,-20.4,-37.1
7167,1786485483.306064,RE,-16.7,-38.3,-55.5
7168,1786485483.306071,RE,-1.0,-27.7,-45.4
7169,1786485483.3060784,RE,-8.2,-7.3,-25.5
7170,1786485483.3060858,RE,-16.1,-0.7,-24.6
7171,1786485483.306093,RE,-12.7,-21.1,-54.0
7172,1786485483.3061004,RE,4.4,-18.4,-52.1
7173,1786485483.3061075,RE,-14.2,-10.6,-33.9
7174,1786485483.306115,RE,-24.5,-11.5,-33.7
7175,1786485483.306122,RE,-16.6,-23.2,-48.9
7176,1786485483.3061292,RE,-5.5,-27.4,-48.7
7177,1786485483.3061364,RE,-17.1,-17.4,-29.0
7178,1786485483.3061438,RE,-41.7,-18.0,-36.9
7179,1786485483.306151,RE,-29.6,-27.7,-58.7
7180,1786485483.3061583,RE,-6.1,-27.4,-54.0
7181,1786485483.3061657,RE,-10.4,-16.7,-29.3
7182,1786485483.3061728,RE,-27.1,-8.9,-20.4
7183,1786485483.30618,RE,-29.6,-24.2,-42.7
7184,1786485483.3061872,RE,-0.9,-26.8,-44.1
7185,1786485483.3061943,RE,-5.8,-21.7,-32.0
7186,1786485483.3062017,RE,-18.2,-6.8,-19.9
7187,1786485483.306209,RE,-23.2,-11.1,-33.7
7188,1786485483.3062165,RE,-4.0,-22.1,-49.6
7189,1786485483.3062236,RE,3.8,-5.9,-25.4
7190,1786485483.3062308,RE,-13.0,-0.3,-15.3
7191,1786485483.306238,RE,-23.6,-7.9,-25.5
7192,1786485483.306245,RE,-18.1,-30.2,-52.3
7193,1786485483.3062525,RE,-9.4,-24.5,-43.3
7194,1786485483.30626,RE,-17.4,-11.8,-22.4
7195,1786485483.306267,RE,-31.7,-15.8,-31.1
7196,1786485483.3062744,RE,-28.4,-34.8,-55.7
7197,1786485483.3062816,RE,-7.4,-28.4,-50.3
7198,1786485483.3062894,RE,-16.6,-10.3,-32.8
7199,1786485483.3062963,RE,-28.1,-8.7,-26.8
7200,1786485483.3063035,RE,-20.8,-25.3,-40.6
7201,1786485483.3063111,RE,-1.3,-27.9,-39.2
7202,1786485483.3063188,RE,-9.8,-11.6,-17.1
7203,1786485483.306326,RE,-35.6,-12.7,-22.2
7204,1786485483.3063333,RE,-26.1,-24.9,-44.1
7205,1786485483.3063412,RE,0.8,-21.2,-40.5
7206,1786485483.3063486,RE,-5.6,-6.3,-21.0
7207,1786485483.306356,RE,-32.7,-5.7,-17.9
7208,1786485483.306364,RE,-38.8,-22.7,-40.0
7209,1786485483.3063717,RE,-17.3,-31.1,-45.5
7210,1786485483.3063793,RE,-12.0,-11.8,-24.0
7211,1786485483.3063872,RE,-40.4,-13.0,-24.8
7212,1786485483.3063953,RE,-46.8,-26.4,-36.5
7213,1786485483.306403,RE,-22.9,-37.2,-47.8
7214,1786485483.7847035,RE,-25.3,-25.0,-37.1
7215,1786485483.7847483,RE,-41.8,-16.6,-23.7
7216,1786485483.7847764,RE,-39.4,-17.0,-23.1
7217,1786485483.7848048,RE,-17.6,-22.0,-38.0
7218,1786485483.7848327,RE,-17.4,-16.3,-31.5
7219,1786485483.7848568,RE,-34.0,-9.0,-17.0
